3335_FRAM-bactV4V5_EGC-3_1plus2_S1_L001.trimmed	.01290302
3335_FRAM_bactV4V5_EGC-3_1plus2_S1_L001.trimmed	.01502211
3336_FRAM-bactV4V5_EGC-3_3plus4_S2_L001.trimmed	.00185051
3336_FRAM_bactV4V5_EGC-3_3plus4_S2_L001.trimmed	.00188217
3337_FRAM-bactV4V5_EGC-3_5plus6_S3_L001.trimmed	.00232078
3337_FRAM_bactV4V5_EGC-3_5plus6_S3_L001.trimmed	.00244337
3338_FRAM-bactV4V5_EGC-3_7plus8_S4_L001.trimmed	.00293376
3338_FRAM_bactV4V5_EGC-3_7plus8_S4_L001.trimmed	.00318828
3339_FRAM-bactV4V5_EGC-3_9plus10_S5_L001.trimmed	.08375209
3339_FRAM_bactV4V5_EGC-3_9plus10_S5_L001.trimmed	.09041547
3340_FRAM-bactV4V5_EGC-3_11plus12_S6_L001.trimmed	.00180356
3340_FRAM_bactV4V5_EGC-3_11plus12_S6_L001.trimmed	.00209790
3341_FRAM-bactV4V5_EGC-3_13plus14_S7_L001.trimmed	.00895425
3341_FRAM_bactV4V5_EGC-3_13plus14_S7_L001.trimmed	.00964791
3342_FRAM-bactV4V5_EGC-3_15plus16_S8_L001.trimmed	.00934029
3342_FRAM_bactV4V5_EGC-3_15plus16_S8_L001.trimmed	.00940105
3343_FRAM-bactV4V5_EGC-3_17plus18_S9_L001.trimmed	.00460624
3343_FRAM_bactV4V5_EGC-3_17plus18_S9_L001.trimmed	.00551970
3344_FRAM-bactV4V5_EGC-3_19plus20_S10_L001.trimmed	.00463779
3344_FRAM_bactV4V5_EGC-3_19plus20_S10_L001.trimmed	.00586897
3345_FRAM-bactV4V5_EGC-3_21plus22_S11_L001.trimmed	.00460977
3345_FRAM_bactV4V5_EGC-3_21plus22_S11_L001.trimmed	.00471915
3346_FRAM-bactV4V5_EGC-3_23plus24_S12_L001.trimmed	.00272299
3346_FRAM_bactV4V5_EGC-3_23plus24_S12_L001.trimmed	.00306461
3347_FRAM-bactV4V5_EGC-3_25plus26_S13_L001.trimmed	.00459550
3347_FRAM_bactV4V5_EGC-3_25plus26_S13_L001.trimmed	.00526324
3348_FRAM-bactV4V5_EGC-3_27plus28_S14_L001.trimmed	.00615140
3348_FRAM_bactV4V5_EGC-3_27plus28_S14_L001.trimmed	.00660088
3349_FRAM-bactV4V5_EGC-3_29plus30_S15_L001.trimmed	.00940322
3349_FRAM_bactV4V5_EGC-3_29plus30_S15_L001.trimmed	.01134032
3350_FRAM-bactV4V5_EGC-3_31plus32_S16_L001.trimmed	.00483736
3350_FRAM_bactV4V5_EGC-3_31plus32_S16_L001.trimmed	.00499454
3351_FRAM-bactV4V5_EGC-3_33plus34_S17_L001.trimmed	.00349471
3351_FRAM_bactV4V5_EGC-3_33plus34_S17_L001.trimmed	.00469179
3352_FRAM-bactV4V5_EGC-3_35plus36_S18_L001.trimmed	.00377541
3352_FRAM_bactV4V5_EGC-3_35plus36_S18_L001.trimmed	.00410776
3353_FRAM-bactV4V5_EGC-3_37plus38_S19_L001.trimmed	.00859960
3353_FRAM_bactV4V5_EGC-3_37plus38_S19_L001.trimmed	.00970962
3354_FRAM-bactV4V5_EGC-3_39plus40_S20_L001.trimmed	.00609794
3354_FRAM_bactV4V5_EGC-3_39plus40_S20_L001.trimmed	.00551557
3355_FRAM-bactV4V5_EGC-3_41plus42_S21_L001.trimmed	.00450997
3355_FRAM_bactV4V5_EGC-3_41plus42_S21_L001.trimmed	.00502494
3356_FRAM-bactV4V5_EGC-3_43plus44_S22_L001.trimmed	.00766634
3356_FRAM_bactV4V5_EGC-3_43plus44_S22_L001.trimmed	.00893891
3357_FRAM-bactV4V5_EGC-3_45plus46_S23_L001.trimmed	.01219824
3357_FRAM_bactV4V5_EGC-3_45plus46_S23_L001.trimmed	.01251723
3358_FRAM-bactV4V5_EGC-3_47plus48_S24_L001.trimmed	.01482629
3358_FRAM_bactV4V5_EGC-3_47plus48_S24_L001.trimmed	.01627070
3359_FRAM-bactV4V5_HG4-S-1_1plus2_S25_L001.trimmed	.02257167
3359_FRAM_bactV4V5_HG4-S-1_1plus2_S25_L001.trimmed	.02649289
3360_FRAM-bactV4V5_HG4-S-1_3plus4_S26_L001.trimmed	.00477871
3360_FRAM_bactV4V5_HG4-S-1_3plus4_S26_L001.trimmed	.00520141
3361_FRAM-bactV4V5_HG4-S-1_5plus6_S27_L001.trimmed	.04236809
3361_FRAM_bactV4V5_HG4-S-1_5plus6_S27_L001.trimmed	.04573426
3362_FRAM-bactV4V5_HG4-S-1_7plus8_S28_L001.trimmed	.01926226
3362_FRAM_bactV4V5_HG4-S-1_7plus8_S28_L001.trimmed	.01925289
3363_FRAM-bactV4V5_HG4-S-1_9plus10_S29_L001.trimmed	.01769888
3363_FRAM_bactV4V5_HG4-S-1_9plus10_S29_L001.trimmed	.01895193
3364_FRAM-bactV4V5_HG4-S-1_11plus12_S30_L001.trimmed	.00701396
3364_FRAM_bactV4V5_HG4-S-1_11plus12_S30_L001.trimmed	.00793449
3365_FRAM-bactV4V5_HG4-S-1_13plus14_S31_L001.trimmed	.00906735
3365_FRAM_bactV4V5_HG4-S-1_13plus14_S31_L001.trimmed	.01079059
3366_FRAM-bactV4V5_HG4-S-1_15plus16_S32_L001.trimmed	.00299468
3366_FRAM_bactV4V5_HG4-S-1_15plus16_S32_L001.trimmed	.00348404
3367_FRAM-bactV4V5_HG4-S-1_17plus18_S33_L001.trimmed	.00443388
3367_FRAM_bactV4V5_HG4-S-1_17plus18_S33_L001.trimmed	.00525161
3368_FRAM-bactV4V5_HG4-S-1_19plus20_S34_L001.trimmed	.00531563
3368_FRAM_bactV4V5_HG4-S-1_19plus20_S34_L001.trimmed	.00578046
3369_FRAM-bactV4V5_HG4-S-1_21plus22_S35_L001.trimmed	.00484353
3369_FRAM_bactV4V5_HG4-S-1_21plus22_S35_L001.trimmed	.00553545
3370_FRAM-bactV4V5_HG4-S-1_23plus24_S36_L001.trimmed	.00694564
3370_FRAM_bactV4V5_HG4-S-1_23plus24_S36_L001.trimmed	.00737097
3371_FRAM-bactV4V5_HG4-S-1_25plus26_S37_L001.trimmed	.00715355
3371_FRAM_bactV4V5_HG4-S-1_25plus26_S37_L001.trimmed	.00864380
3372_FRAM-bactV4V5_HG4-S-1_27plus28_S38_L001.trimmed	.03283322
3372_FRAM_bactV4V5_HG4-S-1_27plus28_S38_L001.trimmed	.03600156
3373_FRAM-bactV4V5_HG4-S-1_29plus30_S39_L001.trimmed	.00342598
3373_FRAM_bactV4V5_HG4-S-1_29plus30_S39_L001.trimmed	.00413214
3374_FRAM-bactV4V5_HG4-S-1_31plus32_S40_L001.trimmed	.01261261
3374_FRAM_bactV4V5_HG4-S-1_31plus32_S40_L001.trimmed	.01433356
3375_FRAM-bactV4V5_HG4-S-1_33plus34_S41_L001.trimmed	.01865384
3375_FRAM_bactV4V5_HG4-S-1_33plus34_S41_L001.trimmed	.02015285
3376_FRAM-bactV4V5_HG4-S-1_35plus36_S42_L001.trimmed	.01346181
3376_FRAM_bactV4V5_HG4-S-1_35plus36_S42_L001.trimmed	.01519180
3377_FRAM-bactV4V5_HG4-S-1_37plus38_S43_L001.trimmed	.01806579
3377_FRAM_bactV4V5_HG4-S-1_37plus38_S43_L001.trimmed	.02017894
3378_FRAM-bactV4V5_HG4-S-1_39plus40_S44_L001.trimmed	.01270202
3378_FRAM_bactV4V5_HG4-S-1_39plus40_S44_L001.trimmed	.01406236
3379_FRAM-bactV4V5_HG4-S-1_41plus42_S45_L001.trimmed	.00998210
3379_FRAM_bactV4V5_HG4-S-1_41plus42_S45_L001.trimmed	.01093934
3380_FRAM-bactV4V5_HG4-S-1_43plus44_S46_L001.trimmed	.07407647
3380_FRAM_bactV4V5_HG4-S-1_43plus44_S46_L001.trimmed	.07934142
3381_FRAM-bactV4V5_HG4-S-1_45plus46_S47_L001.trimmed	.04219870
3381_FRAM_bactV4V5_HG4-S-1_45plus46_S47_L001.trimmed	.04551817
3382_FRAM-bactV4V5_HG4-S-1_47plus48_S48_L001.trimmed	.03547726
3382_FRAM_bactV4V5_HG4-S-1_47plus48_S48_L001.trimmed	.03805925
3383_FRAM-bactV4V5_Fevi_34_1plus2_S49_L001.trimmed	.00470268
3383_FRAM_bactV4V5_Fevi_34_1plus2_S49_L001.trimmed	.00558960
3384_FRAM-bactV4V5_Fevi_34_3plus4_S50_L001.trimmed	.00554632
3384_FRAM_bactV4V5_Fevi_34_3plus4_S50_L001.trimmed	.00645387
3385_FRAM-bactV4V5_Fevi_34_5plus6_S51_L001.trimmed	.01154777
3385_FRAM_bactV4V5_Fevi_34_5plus6_S51_L001.trimmed	.01355353
3386_FRAM-bactV4V5_Fevi_34_7plus8_S52_L001.trimmed	.00599531
3386_FRAM_bactV4V5_Fevi_34_7plus8_S52_L001.trimmed	.00541116
3387_FRAM-bactV4V5_Fevi_34_9plus10_S53_L001.trimmed	.01698119
3387_FRAM_bactV4V5_Fevi_34_9plus10_S53_L001.trimmed	.01942040
3388_FRAM-bactV4V5_Fevi_34_11plus12_S54_L001.trimmed	.00611414
3388_FRAM_bactV4V5_Fevi_34_11plus12_S54_L001.trimmed	.00758922
3389_FRAM-bactV4V5_Fevi_34_13plus14_S55_L001.trimmed	.00380005
3389_FRAM_bactV4V5_Fevi_34_13plus14_S55_L001.trimmed	.00445937
3390_FRAM-bactV4V5_Fevi_34_15plus16_S56_L001.trimmed	.00354976
3390_FRAM_bactV4V5_Fevi_34_15plus16_S56_L001.trimmed	.00489809
3391_FRAM-bactV4V5_Fevi_34_17plus18_S57_L001.trimmed	.00320303
3391_FRAM_bactV4V5_Fevi_34_17plus18_S57_L001.trimmed	.00407263
3392_FRAM-bactV4V5_Fevi_34_19plus20_S58_L001.trimmed	.00392541
3392_FRAM_bactV4V5_Fevi_34_19plus20_S58_L001.trimmed	.00362917
3393_FRAM-bactV4V5_Fevi_34_21plus22_S59_L001.trimmed	.00485499
3393_FRAM_bactV4V5_Fevi_34_21plus22_S59_L001.trimmed	.00577411
3394_FRAM-bactV4V5_Fevi_34_23plus24_S60_L001.trimmed	.00258408
3394_FRAM_bactV4V5_Fevi_34_23plus24_S60_L001.trimmed	.00324081
3395_FRAM-bactV4V5_Fevi_34_25plus26_S61_L001.trimmed	.00355916
3395_FRAM_bactV4V5_Fevi_34_25plus26_S61_L001.trimmed	.00352285
3396_FRAM-bactV4V5_Fevi_34_27plus28_S62_L001.trimmed	.00438569
3396_FRAM_bactV4V5_Fevi_34_27plus28_S62_L001.trimmed	.00458174
3397_FRAM-bactV4V5_Fevi_34_29plus30_S63_L001.trimmed	.00491803
3397_FRAM_bactV4V5_Fevi_34_29plus30_S63_L001.trimmed	.00536283
3399_FRAM-bactV4V5_Fevi_34_33plus34_S65_L001.trimmed	.00434523
3399_FRAM_bactV4V5_Fevi_34_33plus34_S65_L001.trimmed	.00493797
3400_FRAM-bactV4V5_Fevi_34_35plus36_S66_L001.trimmed	.00494789
3400_FRAM_bactV4V5_Fevi_34_35plus36_S66_L001.trimmed	.00477165
3401_FRAM-bactV4V5_Fevi_34_37plus38_S67_L001.trimmed	.01165614
3401_FRAM_bactV4V5_Fevi_34_37plus38_S67_L001.trimmed	.01133406
3402_FRAM-bactV4V5_Fevi_34_39plus40_S68_L001.trimmed	.01558846
3402_FRAM_bactV4V5_Fevi_34_39plus40_S68_L001.trimmed	.01440818
3403_FRAM-bactV4V5_Fevi_34_41plus42_S69_L001.trimmed	.00681130
3403_FRAM_bactV4V5_Fevi_34_41plus42_S69_L001.trimmed	.00803086
3404_FRAM-bactV4V5_Fevi_34_43plus44_S70_L001.trimmed	.01508452
3404_FRAM_bactV4V5_Fevi_34_43plus44_S70_L001.trimmed	.01728511
3405_FRAM-bactV4V5_Fevi_34_45plus46_S71_L001.trimmed	.04955595
3405_FRAM_bactV4V5_Fevi_34_45plus46_S71_L001.trimmed	.04991127
3406_FRAM-bactV4V5_Fevi_34_47plus48_S72_L001.trimmed	.01820464
3406_FRAM_bactV4V5_Fevi_34_47plus48_S72_L001.trimmed	.02188150
3407_FRAM-bactV4V5_F4-S-1_1plus2_S73_L001.trimmed	.02063545
3407_FRAM_bactV4V5_F4-S-1_1plus2_S73_L001.trimmed	.02347983
3408_FRAM-bactV4V5_F4-S-1_3plus4_S74_L001.trimmed	.03842825
3408_FRAM_bactV4V5_F4-S-1_3plus4_S74_L001.trimmed	.04132028
3409_FRAM-bactV4V5_F4-S-1_5plus6_S75_L001.trimmed	.01953111
3409_FRAM_bactV4V5_F4-S-1_5plus6_S75_L001.trimmed	.02037781
3410_FRAM-bactV4V5_F4-S-1_7plus8_S76_L001.trimmed	.01343497
