3410_FRAM_bactV4V5_F4-S-1_7plus8_S76_L001.trimmed	.01580588
3411_FRAM-bactV4V5_F4-S-1_9plus10_S77_L001.trimmed	.01446087
3411_FRAM_bactV4V5_F4-S-1_9plus10_S77_L001.trimmed	.01569516
3412_FRAM-bactV4V5_F4-S-1_11plus12_S78_L001.trimmed	.00410645
3412_FRAM_bactV4V5_F4-S-1_11plus12_S78_L001.trimmed	.00470290
3413_FRAM_bactV4V5_F4-S-1_13plus14_S79_L001.trimmed	.00217078
3414_FRAM-bactV4V5_F4-S-1_15plus16_S80_L001.trimmed	.00451389
3414_FRAM_bactV4V5_F4-S-1_15plus16_S80_L001.trimmed	.00461889
3415_FRAM-bactV4V5_F4-S-1_17plus18_S81_L001.trimmed	.00360929
3415_FRAM_bactV4V5_F4-S-1_17plus18_S81_L001.trimmed	.00606635
3416_FRAM-bactV4V5_F4-S-1_19plus20_S82_L001.trimmed	.00419679
3416_FRAM_bactV4V5_F4-S-1_19plus20_S82_L001.trimmed	.00427886
3417_FRAM-bactV4V5_F4-S-1_21plus22_S83_L001.trimmed	.00464294
3417_FRAM_bactV4V5_F4-S-1_21plus22_S83_L001.trimmed	.00536160
3418_FRAM-bactV4V5_F4-S-1_23plus24_S84_L001.trimmed	.00435265
3418_FRAM_bactV4V5_F4-S-1_23plus24_S84_L001.trimmed	.00471824
3419_FRAM-bactV4V5_F4-S-1_25plus26_S85_L001.trimmed	.00665399
3419_FRAM_bactV4V5_F4-S-1_25plus26_S85_L001.trimmed	.00722937
3420_FRAM-bactV4V5_F4-S-1_27plus28_S86_L001.trimmed	.00248062
3420_FRAM_bactV4V5_F4-S-1_27plus28_S86_L001.trimmed	.00330509
3421_FRAM-bactV4V5_F4-S-1_29plus30_S87_L001.trimmed	.01400904
3421_FRAM_bactV4V5_F4-S-1_29plus30_S87_L001.trimmed	.01549176
3422_FRAM-bactV4V5_F4-S-1_31plus32_S88_L001.trimmed	.01960480
3422_FRAM_bactV4V5_F4-S-1_31plus32_S88_L001.trimmed	.02066631
3423_FRAM-bactV4V5_F4-S-1_33plus34_S89_L001.trimmed	.03136158
3423_FRAM_bactV4V5_F4-S-1_33plus34_S89_L001.trimmed	.03528341
3424_FRAM-bactV4V5_F4-S-1_35plus36_S90_L001.trimmed	.03141968
3424_FRAM_bactV4V5_F4-S-1_35plus36_S90_L001.trimmed	.03280324
3425_FRAM-bactV4V5_F4-S-1_37plus38_S91_L001.trimmed	.01755587
3425_FRAM_bactV4V5_F4-S-1_37plus38_S91_L001.trimmed	.01854314
3426_FRAM-bactV4V5_F4-S-1_40_S92_L001.trimmed	.01264332
3426_FRAM_bactV4V5_F4-S-1_40_S92_L001.trimmed	.01243420
3427_FRAM-bactV4V5_F4-S-1_41plus42_S93_L001.trimmed	.05022658
3427_FRAM_bactV4V5_F4-S-1_41plus42_S93_L001.trimmed	.05514349
3428_FRAM-bactV4V5_F4-S-1_43plus44_S94_L001.trimmed	.02926454
3428_FRAM_bactV4V5_F4-S-1_43plus44_S94_L001.trimmed	.03200931
3429_FRAM-bactV4V5_F4-S-1_45plus46_S95_L001.trimmed	.03885935
3429_FRAM_bactV4V5_F4-S-1_45plus46_S95_L001.trimmed	.04281394
